processo,modalidade,numero_modalidade,data_abertura,data_publicacao,situacao,objeto,ano,data_abertura_limpa,mes_publicacao,ano_mes_publicacao,categoria;
"149/2025,PREGÃO ELETRÔNICO,56,09-09-2025 13:00 <br> 09-,2025-08-21,HOMOLOGADO,""Contratação de empresa, para prestação de serviço de Correio Eletrônico Corporativo (serviço de e-mail), em ambiente de nuvem, na modalidade SaaS (software como um serviço) em servidor dedicado, incluindo instalação e configuração da aplicação, migração das contas atuais, serviços de backup, fornecimento de ferramentas de AntiSpam, Antiphishing, Antivírus, Controle e Auditoria de e-mail, serviços de manutenção e suporte técnico, além de garantia de atualização de versões e serviço de hospedagem de dados em nuvem, para atendimento a todos os departamentos da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-09-09,8,2025-08,Tecnologia";
"150/2025,DISPENSA DE LICITAÇÃO,52,08-09-2025 13:00 <br> 08-,2025-08-27,HOMOLOGADO,""Aquisição de Clorímetro Portátil Digital e reagentes compatíveis, necessários para análise de medição de cloro livre e cloro total, conforme metas estabelecidas na Resolução SES/MG nº 8.844, de 20 de junho de 2023, Programa Vigiminas, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-09-08,8,2025-08,Saúde";
"132/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,54,08-09-2025 13:00 <br> 08-,2025-08-22,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de equipamentos médicos e mobiliários técnicos, para atender as demandas de funcionamento das Unidades Básicas de Saúde, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal."",2025,2025-09-08,8,2025-08,Saúde";
"148/2025,PREGÃO ELETRÔNICO,48,05-09-2025 13:00 <br> 05-,2025-08-22,HOMOLOGADO,""Contratação de empresa que explore edição de jornal diário impresso de grande circulação no município, para publicação dos atos administrativos oficiais da administração municipal, em especial dos processos licitatórios, avisos aos munícipes, publicações relativas à dívida ativa e outros, em que se exige divulgação ampla além da publicação no Diário Oficial Eletrônico do Município de Coronel Fabriciano, em atendimento à Secretaria de Governança de Gestão e Transparência, tendo como fonte receita, Recursos não Vinculados de Impostos."",2025,2025-09-05,8,2025-08,Comunicação e Publicações";
"133/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,53,05-09-2025 13:00 <br> 05-,2025-09-05,HOMOLOGADO,""Registro de Preços, para futura e eventual contratação de empresa, para prestação de serviços gráficos diversos, incluindo confecção de provas digitais, impressão e acabamento de material gráfico, sob demanda, para atender as necessidades das Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes dos Governos Federal e Estadual e Recursos não Vinculados de Impostos."",2025,2025-09-05,9,2025-09,Saúde";
"154/2025,DISPENSA DE LICITAÇÃO,58,03-09-2025 13:00 <br> 03-,2025-09-05,HOMOLOGADO,""Contratação da empresa ADDLIFE DIAGNÓSTICOS LTDA, para fornecimento de testes de hemograma completo, com cessão em comodato de um equipamento, contador de células hematológicas automatizado, com no mínimo de 29 parâmetros, sendo 25 parâmetros reportáveis: contagem global de leucócitos, porcentagem e contagem absoluta de linfócitos, neutrófilos, eosinófilos, basófilos e monócitos e rbc,hgb, hct, mcv, mch, mchc, rdw-cv, rdw-sd, plt, pdw, mpv, pct, p-lcr, p-lcc e 4 parâmetros de pesquisa: aly%, ig%, aly# e ig#, e ou superior a descrição mínima, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais e UPA 24 horas Doutor Walter Luiz Winter Maia, para um período de 12 (doze) meses, ao valor global de R$ 104.615,00 (cento e quatro mil, seiscentos e quinze reais), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, contratação da empresa ADDLIFE DIAGNÓSTICOS LTDA, para fornecimento de testes de hemograma completo, com cessão em comodato de um equipamento, contador de células hematológicas automatizado, com no mínimo de 29 parâmetros, sendo 25 parâmetros reportáveis: contagem global de leucócitos, porcentagem e contagem absoluta de linfócitos, neutrófilos, eosinófilos, basófilos e monócitos e rbc,hgb, hct, mcv, mch, mchc, rdw-cv, rdw-sd, plt, pdw, mpv, pct, p-lcr, p-lcc e 4 parâmetros de pesquisa: aly%, ig%, aly# e ig#, e ou superior a descrição mínima, para assistência contínua e ininterrupta aos pacientes assistidos pelo Hospital Doutor José Maria Morais e UPA 24 horas Doutor Walter Luiz Winter Maia, para um período de 12 (doze) meses, ao valor global de R$ 104.615,00 (cento e quatro mil, seiscentos e quinze reais), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-09-03,9,2025-09,Saúde";
"143/2025,PREGÃO ELETRÔNICO,50,01-09-2025 13:00 <br> 01-,2025-08-11,HOMOLOGADO,""Contratação de empresa para prestação de Serviço de Sistema de Gestão Administrativa Informatizada para gerenciamento, orçamentação e intermediação para a locação de veículos, máquinas e equipamentos, através de redes de estabelecimentos credenciados pela contratada, para atender as demandas da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita: Recursos não Vinculados de Impostos";" Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Transferência de Recursos do Fundo Nacional de Assistência Social."",2025,2025-09-01,8,2025-08,Veículos e Transporte"
"124/2025,DISPENSA DE LICITAÇÃO,55,01-09-2025 13:00 <br> 01-,2025-07-11,HOMOLOGADO,""Registro de Preço, para futura e eventual contratação de empresa, para prestação de serviços de Locação de Carrinhos de Pipoca e Algodão Doce, que serão utilizados em eventos realizados pela Secretaria de Governança de Assistência Social, tendo como fonte de receitas, Recursos não Vinculados de Impostos e Outros Recursos não Vinculados."",2025,2025-09-01,7,2025-07,Eventos e Cultura";
"145/2025,CONCORRÊNCIA,12,28-08-2025 13:00 <br> 28-,2025-08-13,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para execução de serviços de reforma/ampliação de cozinha da Escola Municipal Rodrigo Barros, localizada no Bairro Santa Helena, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Transferências do FUNDEB – Complementação da União – VAAT."",2025,2025-08-28,8,2025-08,Obras e Engenharia";
"142/2025,PREGÃO ELETRÔNICO,55,28-08-2025 13:00 <br> 28-,2025-08-12,HOMOLOGADO,""Aquisição de Coberturas e Curativos Especiais, para atender as demandas da Equipe Multidisciplinar de Atenção Domiciliar – EMAD, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal."",2025,2025-08-28,8,2025-08,Saúde";
"138/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,51,25-08-2025 13:00 <br> 25-,2025-08-11,HOMOLOGADO,""Registro de preços para futura e eventual contratação de empresa especializada na prestação de serviços de segurança patrimonial armada, com uso exclusivo de armamento não letal, para atuação na proteção de bens, instalações e pessoas nas dependências públicas designadas pela Administração Municipal, tendo como fonte de receita: Recursos não Vinculados de Impostos";" Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual."",2025,2025-08-25,8,2025-08,Saúde"
"141/2025,DISPENSA DE LICITAÇÃO,51,21-08-2025 13:00 <br> 21-,2025-08-11,HOMOLOGADO,""Aquisição de brinquedos, para utilização na sala de atendimento do Serviço de Acolhimento em Família Acolhedora (SFA) e Centro de Referência Especializado de Assistência Social (CREAS) de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Outros Recursos Não Vinculados e Transferência de Recursos dos Fundos Estaduais de Assistência Social"",2025,2025-08-21,8,2025-08,Materiais e Equipamentos";
"97/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,41,20-08-2025 13:30 <br> 20-,2025-08-05,REVOGADO,""Registro de Preços futura e eventual aquisição de Reagentes de Bioquímica e Gasometria, para realização de exames no Laboratório de Análises Clínicas, atendendo as necessidades do Hospital Doutor José Maria Morais e UPA 24 Horas – Dr. Walter Luiz Winter Maia, pelo período de 12 meses, em atendimento à Secretaria de Governança de Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-08-20,8,2025-08,Saúde";
"140/2025,INEXIGIBILIDADE,21,20-08-2025 12:00 <br> 20-,2025-08-11,HOMOLOGADO,""Credenciamento de empresas para realização dos procedimentos com finalidade diagnóstica nas seguintes áreas: métodos diagnósticos em cardiologia, diagnóstico por procedimentos endoscópicos, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela diferenciada de valores aprovadas pelo Conselho Municipal de Saúde”, conforme a Resolução CMS 036, de 04 de abril de 2019, e atualização constante da Resolução CMS 014, de 21 de julho de 2025, constantes nos Planos Operativos do anexo I do presente instrumento, para atender às demandas da Secretaria de Governança da Saúde, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal."",2025,2025-08-20,8,2025-08,Tecnologia";
"139/2025,INEXIGIBILIDADE,22,18-08-2025 12:00 <br> 18-,2025-08-08,HOMOLOGADO,""Credenciamento de pessoa jurídica para fornecer serviço de consulta não médica na especialidade de acupuntura e quiropraxia, em conformidade com o plano operativo, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Recursos não Vinculados de Impostos."",2025,2025-08-18,8,2025-08,Saúde";
"131/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,52,13-08-2025 13:00 <br> 13-,2025-07-29,HOMOLOGADO,""Registro de Preço para futura e eventual contratação de serviços de prestação de serviços de instalação, desinstalação e manutenção corretiva/preventiva de condicionadores e cortina de ar, purificadores de água, filtros, bebedouros, freezers, frigobares e geladeiras, incluindo o fornecimento de peças, materiais e insumos, para atender às demandas da Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receitas: Recursos Não Vinculados de Impostos, Transferência de Recursos do Fundo Nacional de Assistência Social – FNAS, Transferência Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Transferência Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual, Transferência do FUNDEB - Impostos e Transferências de Impostos."",2025,2025-08-13,7,2025-07,Saúde";
"128/2025,CONCORRÊNCIA,9,13-08-2025 13:00 <br> 13-,2025-07-23,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviços, para execução e manutenção de serviços de drenagem, com suas respectivas atividades correlatas e necessárias, para as redes pluviais novas e/ou existentes em todo o território do Município de Coronel Fabriciano, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Recursos não Vinculados de Impostos e Recursos Vinculados a Fundos."",2025,2025-08-13,7,2025-07,Obras e Engenharia";
"127/2025,CONCORRÊNCIA,11,12-08-2025 13:00 <br> 12-,2025-07-23,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para"",2025,2025-08-12,7,2025-07,Obras e Engenharia";
"144/2025,DISPENSA DE LICITAÇÃO,53,08-08-2025 13:00 <br> 08-,2025-08-14,HOMOLOGADO,""Contratação da empresa FARMARIN INDUSTRIA E COMÉRCIO LTDA, para fornecimento de solução ácida para hemodiálise K+2 galão c/5 litros L K2 (NACL + KCL + ASSOCIAÇÕES), uso adulto e pediátrico, uso hospitalar e solução polieletrólito básica para hemodiálise, com bicarbonato de sódio 8,4%, galão c/5 litros, uso hospitalar, em atendimento as necessidades do Hospital Doutor José Maria Morais, para um período de 04 (quatro) meses, ao valor global de R$ 16.890,00 (dezesseis mil, oitocentos e noventa reais), tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-08-08,8,2025-08,Saúde";
"129/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,49,07-08-2025 13:30 <br> 07-,2025-07-28,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de materiais de construção, para atender as demandas da Secretaria de Governança de Obras e Serviços Urbanos do Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-08-07,7,2025-07,Obras e Engenharia";
"136/2025,INEXIGIBILIDADE,23,05-08-2025 15:00 <br> 05-,2025-08-08,HOMOLOGADO,""Contratação da empresa CEMIG DISTRIBUIÇÃO S.A, para fornecimento de energia regulada, modalidade tarifária verde, consumidor, para atendimento da UPA 24 horas Doutor Walter Luiz Winter Maia, em atendimento à Secretaria de Governança da Saúde, ao valor global estimado de R$ 153.521,44 (cento e cinquenta e três mil, quinhentos e vinte e um reais e quarenta e quatro centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-08-05,8,2025-08,Saúde";
"112/2025,PREGÃO ELETRÔNICO,44,05-08-2025 13:30 <br> 05-,2025-07-18,HOMOLOGADO,"".Contratação de empresa para prestação de Serviços de Arbitragem, para realização de eventos esportivos, corridas, caminhadas, atividades recreativas, torneios e campeonatos de diversas modalidades esportivas, no Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-08-05,7,2025-07,Eventos e Cultura";
"135/2025,INEXIGIBILIDADE,13,05-08-2025 13:00 <br> 05-,2025-08-08,HOMOLOGADO,""Contratação da empresa CEMIG DISTRIBUIÇÃO S.A, para uso do sistema de distribuição de energia elétrica-CUSD, modalidade tarifária verde, para atender a UPA 24 Horas Doutor Walter Luiz Winter Maia, em atendimento à Secretaria de Governança da Saúde, ao valor global estimado de R$ 25.110,00 (vinte e cinco mil, cento e dez reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-08-05,8,2025-08,Tecnologia";
"134/2025,INEXIGIBILIDADE,19,30-07-2025 13:00 <br> 30-,2025-08-06,HOMOLOGADO,""Contratação de empresa, para prestação de assistência técnica de manutenção preventiva e corretiva, com fornecimento integral de peças e materiais originais, para o elevador da marca OTIS, modelo UNIT AGNL8108AMD, instalado no Paço Municipal da Prefeitura Municipal de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Gestão e Transparência, no valor global de R$ 9.240,00 (nove mil, duzentos e quarenta reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-30,8,2025-08,Materiais e Equipamentos";
"116/2025,CONCORRÊNCIA,7,28-07-2025 13:00 <br> 28-,2025-07-08,HOMOLOGADO,""Contratação de empresa especializada na realização de trabalho social, para elaboração e execução do Projeto de Trabalho Social – PTS de pós-ocupação, no empreendimento Residencial Buritis – Convênio nº 2604.0486.174-73, em atendimento à Secretaria de Governança de Planejamento, Meio Ambiente e Habitação, tendo como fonte de receita, Outras Transferências de Convênios ou Instrumentos Congêneres da União."",2025,2025-07-28,7,2025-07,Saúde";
"104/2025,PREGÃO ELETRÔNICO,38,25-07-2025 13:00 <br> 25-,2025-07-10,HOMOLOGADO,""aquisição de gêneros alimentícios descritos neste Termo de Referência (do tipo hortifrutigranjeiros) deverá ser realizada novamente pois foram itens fracassados no Processo Licitatório nº 010/2025, Pregão Eletrônico nº 009/2025, que visa assegurar a continuidade de fornecimento da Rede Municipal de Ensino(escolas), CMEI’S e Entidades Conveniadas, do Município de Coronel Fabriciano para o ano 2025, em atendimento da Secretaria de Governança Educacional e Cultura. Utilizando recursos do FNDE referentes ao Programa Nacional de Alimentação Escolar (PNAE)."",2025,2025-07-25,7,2025-07,Alimentação";
"117/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,43,24-07-2025 13:30 <br> 24-,2025-07-14,HOMOLOGADO,""Registro de Preços, para futura e eventual aquisição de utensílios de copa e cozinha, para serem utilizados pelas diversas Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, tendo como fonte de receita: Recursos não Vinculados de Impostos, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-07-24,7,2025-07,Materiais de Consumo";
"108/2025,CONCORRÊNCIA,10,24-07-2025 13:30 <br> 24-,2025-06-25,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de contenções do tipo muro de gabião, na Avenida Julita Pires Bretas, Bairro Santa Helena, no Município de Coronel Fabriciano/MG, tendo como"",2025,2025-07-24,6,2025-06,Obras e Engenharia";
"130/2025,INEXIGIBILIDADE,20,24-07-2025 13:00 <br> 24-,2025-07-30,HOMOLOGADO,""Contratação da empresa MARIANA GOMEZ DE SOUZA DISTRIBUIDORA, para fornecimento do Programa de Educação Climática, a Turma do Pererê, para estudantes e professores do Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança Educacional e Cultura, no valor global de R$ 258.177,00 (duzentos e cinquenta e oito mil, cento e setenta e sete reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74, inciso III, alínea """"f"""" da Lei Federal nº 14.133/21."",2025,2025-07-24,7,2025-07,Eventos e Cultura";
"115/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,42,23-07-2025 13:00 <br> 23-,2025-07-09,HOMOLOGADO,""Registro de Preço para futura e eventual aquisição contínua de medicamentos, fracassados e desertos no Pregão Eletrônico nº 001/2025, bem como outros que não foram licitados anteriormente, para administrar nos pacientes internados/atendidos no hospital Dr. José Maria Morais (HJMM), pacientes atendidos na UPA 24 horas Dr. Walter Luiz Winter Maia, para dispensar aos pacientes atendidos e acompanhados pela atenção básica, atenção especializada e saúde mental da Secretaria de Governança da Saúde do Município de Coronel Fabriciano, tendo como fonte de receitas, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal e Estadual e Recursos não Vinculados de Impostos."",2025,2025-07-23,7,2025-07,Saúde";
"111/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,37,22-07-2025 13:00 <br> 22-,2025-07-01,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de blocos de concreto de encaixe, para realização de diversas obras de contenção e infraestrutura na cidade de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-07-22,7,2025-07,Obras e Engenharia";
"126/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,47,04-08-2025 13:30 <br> 18-,2025-07-19,HOMOLOGADO,""Registro de Preço para futura e eventual aquisição contínua de medicamentos, para dispensar aos pacientes de demanda judicial, em atendimento à Secretaria de Governança da Saúde do Município de Coronel Fabriciano, tendo como fonte de receita: Recursos não Vinculados de Impostos"",2025,2025-08-04,7,2025-07,Saúde";
"114/2025,PREGÃO ELETRÔNICO,40,17-07-2025 13:00 <br> 17-,2025-07-02,HOMOLOGADO,""Aquisição de televisores digitais, para as demandas do Centro de Controle e Monitoramento, destinados ao aprimoramento da visualização das imagens captadas pelo sistema de Circuito Fechado de Televisão (CFTV), em atendimento à Secretaria de Governança de Gestão e Transparência, tendo como doente de receita, Recursos não Vinculados a Impostos."",2025,2025-07-17,7,2025-07,Tecnologia";
"125/2025,DISPENSA DE LICITAÇÃO,50,15-07-2025 13:00 <br> 15-,2025-07-18,HOMOLOGADO,""Contratação da empresa TEX CONSTRUTORA E LOCAÇÕES LTDA, para prestação de serviço de concretagem, com concreto estrutural FCK 25 Mpa bombeado, com transporte, lançamento, bombeamento, adensamento e acabamento, para atendimento das demandas emergenciais decorrentes dos desastres provocados pelas chuvas intensas que acometeram o Município de Coronel Fabriciano, conforme Decreto Municipal nº 8.799, de 19 de janeiro de 2025, ao valor global de R$ 195.755,00 (cento e noventa e cinco mil, setecentos e cinquenta e cinco reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-15,7,2025-07,Veículos e Transporte";
"122/2025,INEXIGIBILIDADE,18,10-07-2025 16:00 <br> 10-,2025-07-14,HOMOLOGADO,""Contratação da empresa JULIO CORREA TEIXEIRA, representante da Banda CUMPADRE NESTOR, para apresentação de show musical no dia 13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-10,7,2025-07,Eventos e Cultura";
"121/2025,INEXIGIBILIDADE,17,10-07-2025 14:00 <br> 10-,2025-07-14,HOMOLOGADO,""Contratação da empresa LUIZ CARLOS DO AMARAL JUNIOR, representante exclusiva da Artista JUH GUEDES, para apresentação de show musical no dia 13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 8.000,00 (oito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-10,7,2025-07,Eventos e Cultura";
"120/2025,INEXIGIBILIDADE,16,10-07-2025 13:00 <br> 10-,2025-07-14,HOMOLOGADO,""Contratação da empresa CLÁUDIO LETRO BARCELAR 87116316604, representante exclusiva da Banda CARBONO XIV, para apresentação de show musical no dia 13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 5.000,00 (cinco mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-10,7,2025-07,Eventos e Cultura";
"118/2025,INEXIGIBILIDADE,12,09-07-2025 15:00 <br> 09-,2025-07-14,HOMOLOGADO,""Contratação da empresa L & R PRODUÇÕES E EVENTOS LTDA, representante exclusiva da dupla Leandro e Romário, para apresentação de show artístico nos dias 12 e13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 70.000,00 (setenta mil reais), tendo como fonte de"",2025,2025-07-09,7,2025-07,Eventos e Cultura";
"119/2025,INEXIGIBILIDADE,14,09-07-2025 14:00 <br> 09-,2025-07-14,HOMOLOGADO,""Contratação de PAULO HENRIQUE TOLEDO, sendo que o mesmo usa o nome artístico de Paulão Nigrins, para apresentação de show musical no dia 13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 11.000,00 (onze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-09,7,2025-07,Eventos e Cultura";
"123/2025,INEXIGIBILIDADE,11,09-07-2025 13:00 <br> 09-,2025-07-14,HOMOLOGADO,""Contratação da empresa MJM PRODUÇÕES E AGENCIAMENTO ARTÍSTICO LTDA, representante exclusiva do Grupo BOLÊROS DO SAMBA, para apresentação de show musical no dia 13 de julho de 2025, no Festival de Inverno na Serra dos Cocais, a ser realizado na cidade de Coronel Fabriciano/MG, no valor global de R$ 18.000,00 (dezoito mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-07-09,7,2025-07,Eventos e Cultura";
"106/2025,CONCORRÊNCIA,8,08-07-2025 13:00 <br> 08-,2025-06-24,HOMOLOGADO,""Contratação de empresa, por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos, para prestação de serviço de execução de reconstrução/recuperação da ponte entre os Bairros Santa Helena e Santa Terezinha, afetada pelas chuvas ocorridas em dezembro de 2024, no Município de Coronel Fabriciano/MG, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-07-08,6,2025-06,Obras e Engenharia";
"113/2025,INEXIGIBILIDADE,9,08-07-2025 12:00 <br> 08-,2025-07-07,HOMOLOGADO,""Credenciamento de pessoa jurídica para fornecer serviços de consultas médicas, no território de Coronel Fabriciano, em conformidade com a “Tabela de Procedimentos, Medicamentos, Órteses e Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde - SUS” - GRUPO 02 - SUBGRUPO 1 - CONSULTAS, ATENDIMENTOS E ACOMPANHAMENTOS, com valores diferenciados aprovados pelo Conselho Municipal de Saúde, por meio da Resolução CMS 009/2025,tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal, Estadual e Recursos não Vinculados de Impostos."",2025,2025-07-08,7,2025-07,Tecnologia";
109/2025,LEILÃO,1,04-07-2025 13:00 <br> 04-,2025-06-10,EM ANDAMENTO,Serviço de Alienação de Bens Móveis Inserviveis.,2025,2025-07-04,6,2025-06,Outros;
"107/2025,DISPENSA DE LICITAÇÃO,44,04-07-2025 13:00 <br> 04-,2025-06-25,HOMOLOGADO,""Aquisição de materiais e equipamentos para atender ao CMEI “Crescer e Ser”, em atendimento a Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferência Especial dos Estados."",2025,2025-07-04,6,2025-06,Eventos e Cultura";
"102/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,30,03-07-2025 13:30 <br> 03-,2025-06-17,HOMOLOGADO,""Futura e eventual aquisição de brinquedos e equipamentos de playground, para instalações nas edificações e espaços públicos do Município de Coronel Fabriciano/MG, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-07-03,6,2025-06,Obras e Engenharia";
"98/2025,CHAMADA PÚBLICA,1,03-07-2025 14:00 <br> 03-,2025-06-10,HOMOLOGADO,""Aquisição de Hortifrútis e Alimentos Processados provenientes da Agricultura Familiar para manutenção da Alimentação Escolar Rede Municipal de Ensino, CMEI’S, Creches, Entidades Conveniadas no Município de Coronel Fabriciano, para o ano de 2025, utilizando recurso do Governo Federal: Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)."",2025,2025-07-03,6,2025-06,Alimentação";
"99/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,35,30-06-2025 13:00 <br> 30-,2025-06-17,HOMOLOGADO,""Registro de Preço, para futura e eventual aquisição contínua de Medicamentos Manipulados, para administrar nos pacientes internados/atendidos no hospital Dr. José Maria Morais (HJMM), para administrar nos pacientes atendidos na UPA 24 horas Dr. Walter Luiz Winter Maia, para dispensar aos pacientes atendidos e acompanhados pela atenção básica, atenção especializada, saúde mental e para dispensar aos pacientes de demanda judicial, em atendimento à Secretaria de Governança da Saúde, tendo como fonte de receitas: Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal."",2025,2025-06-30,6,2025-06,Saúde";
