processo,modalidade,numero_modalidade,data_abertura,data_publicacao,situacao,objeto,ano,data_abertura_limpa,mes_publicacao,ano_mes_publicacao,categoria;
"58/2025,DISPENSA DE LICITAÇÃO,28,05-05-2025 14:30 <br> 05-,2025-05-07,HOMOLOGADO,""Contratação da empresa TRATOMARC PRESTAÇÃO SERVIÇOS LTDA, para prestação de serviços de desassoreamento, limpeza de dispositivos de drenagem pluvial, desobstrução de vias e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 84.900,73 (oitenta e quatro mil, novecentos reais e setenta e três centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-05,5,2025-05,Obras e Engenharia";
"54/2025,DISPENSA DE LICITAÇÃO,17,05-05-2025 13:00 <br> 05-,2025-05-07,HOMOLOGADO,""Contratação da empresa JOSE CUPERTINO DE OLIVEIRA, para prestação de serviços de locação de caminhão, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 51.742,40 (cinquenta e um mil, setecentos e"",2025,2025-05-05,5,2025-05,Outros";
"47/2025,DISPENSA DE LICITAÇÃO,32,05-05-2025 13:00 <br> 05-,2025-04-17,HOMOLOGADO,""Contratação de empresa especializada em projeção audiovisual de filme, com duração máxima de 2 horas e 30 minutos, destinado a um público estimado de 200 participantes, para execução do Projeto “Cinema na Comunidade: Conectando Histórias, Fortalecendo Famílias”, promovido pelo Serviço de Família Acolhedora, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, outros recursos não vinculados."",2025,2025-05-05,4,2025-04,Outros";
"61/2025,DISPENSA DE LICITAÇÃO,36,05-05-2025 11:30 <br> 05-,2025-05-07,HOMOLOGADO,""Contratação da empresa SEBASTIÃO AUGUSTO PEREIRA, para prestação de serviços de locação de caminhão, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 19.320,00 (dezenove mil, trezentos e vinte reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-05,5,2025-05,Outros";
"59/2025,DISPENSA DE LICITAÇÃO,30,05-05-2025 09:00 <br> 05-,2025-05-07,HOMOLOGADO,""Contratação da empresa LUIZ DE LIMA MARTINS JUNIOR, para prestação de serviços de locação de caminhões e maquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplanagem e outras intervenções necessárias ao reestabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de calamidade pública nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 64.773,20 (sessenta e quatro mil, setecentos e setenta e três reais e vinte centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-05-05,5,2025-05,Obras e Engenharia";
"55/2025,DISPENSA DE LICITAÇÃO,20,30-04-2025 16:00 <br> 30-,2025-05-07,HOMOLOGADO,""Contratação da empresa MARIA HELENA CARVALHO TRANSPORTES, para prestação de serviços de locação de caminhão, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 62.490,72 (sessenta e dois mil, quatrocentos e noventa reais e setenta e dois centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-30,5,2025-05,Veículos e Transporte";
"60/2025,DISPENSA DE LICITAÇÃO,37,30-04-2025 14:30 <br> 30-,2025-05-07,HOMOLOGADO,""Contratação da empresa JOSÉ GONÇALVES DA SILVA, para prestação de serviços de locação de caminhões, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 37.212,00 (trinta e sete mil, duzentos e doze reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-30,5,2025-05,Outros";
"53/2025,DISPENSA DE LICITAÇÃO,16,30-04-2025 13:00 <br> 30-,2025-05-07,HOMOLOGADO,""Contratação da empresa GERALDO EVANGELISTA COSTA, para prestação de serviços de locação de caminhões, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 44.565,80 (quarenta e quatro mil, quinhentos e sessenta e cinco reais e oitenta centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-30,5,2025-05,Outros";
"39/2025,PREGÃO ELETRÔNICO,14,30-04-2025 13:00 <br> 30-,2025-04-10,HOMOLOGADO,""Aquisição de Mobiliário Escolar destinado ao atendimento de alunos matriculados em escolas da rede municipal de ensino em atendimento à Secretaria de Governança Educacional e Cultura conforme CONVÊNIO DE SAIDA N° 1261001394/2022/SEE, tendo como fonte de receita: Recursos não vinculados de impostos."",2025,2025-04-30,4,2025-04,Eventos e Cultura";
"56/2025,DISPENSA DE LICITAÇÃO,25,30-04-2025 10:00 <br> 30-,2025-05-07,HOMOLOGADO,""Contratação da empresa WENDELL PAULO DA SILVA, para prestação de serviços de locação de caminhões, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da"",2025,2025-04-30,5,2025-05,Outros";
"41/2025,DISPENSA DE LICITAÇÃO,12,29-04-2025 13:00 <br> 29-,2025-04-22,HOMOLOGADO,""Aquisição de material de escritório para utilizar na Escola de Governo, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-04-29,4,2025-04,Eventos e Cultura";
"38/2025,PREGÃO ELETRÔNICO,23,29-04-2025 13:00 <br> 29-,2025-04-10,HOMOLOGADO,""Aquisição de Eletrodomésticos e Equipamento de Informática para premiar os contribuintes participantes da campanha do IPTU Premiado, conforme Lei Municipal nº 3.510 de 07 de Abril de 2010 e Decreto nº 8.817 de 07 de Fevereiro de 2025, em atendimento à Secretaria de Governança Financeira e Orçamentária, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-04-29,4,2025-04,Tecnologia";
"37/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,18,29-04-2025 13:00 <br> 29-,2025-04-11,HOMOLOGADO,""Registro de Preços para futura e eventual aquisição de Café em Pó torrado e moído do tipo superior e de primeira qualidade para atender as diversas unidades administrativas do Município, incluindo Instituição Hospitalar, Rede Municipal de Ensino, CMEI’s, Creches, Entidades Conveniadas, Manutenção da Cozinha Comunitária e Serviço de Acolhimento Institucional para pessoas Idosas e todas as demais Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG para o ano de 2025, tendo como fonte de receita: Recursos não Vinculados de Impostos, Transferências Fundo a Fundo de Recursos dos SUS provenientes do Governo Federal – Bloco de Manutenção das Ações e Serviços Públicos de Saúde e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-04-29,4,2025-04,Materiais de Consumo";
"26/2025,PREGÃO ELETRÔNICO,21,28-04-2025 13:00 <br> 28-,2025-04-08,HOMOLOGADO,""Contratação de empresa para prestação de serviço de manutenção preventiva e corretiva com reposição de peças em equipamentos odontológicos, visando manter o funcionamento satisfatório dos consultórios odontológicos do Município, em atendimento, à Secretaria de Governança da Saúde, de Coronel Fabriciano/mg, tendo como fonte de receita, Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal – Bloco de Manutenção das Ações e Serviços Públicos de Saúde."",2025,2025-04-28,4,2025-04,Saúde";
"52/2025,DISPENSA DE LICITAÇÃO,24,25-04-2025 14:00 <br> 25-,2025-04-30,HOMOLOGADO,""Contratação da empresa PROVERDE SERVIÇOS LTDA, para prestação de serviços de locação de caminhões e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 682.711,90 (seiscentos e oitenta e dois mil, setecentos e onze reais e noventa centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-25,4,2025-04,Outros";
"32/2025,DISPENSA DE LICITAÇÃO,11,23-04-2025 13:30 <br> 23-,2025-04-08,HOMOLOGADO,""Contratação de empresa, para prestação de Serviços de Desinsetização, Desratização e Descupinização com o fornecimento de mão de obra, insumos, materiais e equipamentos, em atendimento à Secretaria de Governança de Assistência Social, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-04-23,4,2025-04,Obras e Engenharia";
"23/2025,PREGÃO ELETRÔNICO,17,22-04-2025 13:30 <br> 22-,2025-04-03,HOMOLOGADO,""Aquisição de Veículo para premiar os contribuintes participantes da campanha do IPTU Premiado, conforme Lei Municipal nº 3.510 de 07 de abril de 2010 e Decreto nº 8.817 de 07 de fevereiro de 2025, em atendimento à Secretaria de Governança Financeira e Orçamentária, tendo como fonte de receita: Recursos Não Vinculados de Impostos."",2025,2025-04-22,4,2025-04,Veículos e Transporte";
"33/2025,DISPENSA DE LICITAÇÃO,4,22-04-2025 12:00 <br> 22-,2025-04-09,HOMOLOGADO,""Contratação de empresa no ramo de hotelaria para serviços de hospedagem em apartamento quarto individual classe standard, com alimentação (café da manhã, almoço e jantar), destinados a hospedaria dos profissionais e coordenação que realizarão trabalho de procedimentos diagnósticos de oftalmologia, objeto do contrato 217/2021, em atendimento a Secretaria de Governança da Saúde de Coronel Fabriciano/MG, tendo como fonte de receita Recursos Não Vinculados de Impostos."",2025,2025-04-22,4,2025-04,Alimentação";
"24/2025,DISPENSA DE LICITAÇÃO,10,17-04-2025 13:00 <br> 17-,2025-04-10,HOMOLOGADO,""Contratação de empresa para prestação de serviços de dedetização, controle de pragas e vetores, desratização, todos os insumos, e ferramentas necessárias, a serem executadas nas instituições municipais em atendimento á secretaria de governança educacional e cultura de coronel Fabriciano/ MG, em atendimento à Secretaria de Governança de Educacional e Cultura, tendo como fonte de receita: Recurso Não Vinculado de Impostos."",2025,2025-04-17,4,2025-04,Eventos e Cultura";
"25/2025,DISPENSA DE LICITAÇÃO,13,16-04-2025 13:00 <br> 16-,2025-04-04,HOMOLOGADO,""Contratação de empresa para o fornecimento de Licença de Software de Monitoramento em Nuvem para atender às demandas do Centro de Controle e Monitoramento Integrado da Prefeitura Municipal de Coronel Fabriciano, em atendimento à Secretaria de Governança"",2025,2025-04-16,4,2025-04,Tecnologia";
"46/2025,INEXIGIBILIDADE,5,15-04-2025 15:00 <br> 15-,2025-04-22,HOMOLOGADO,""Contratação da empresa GISLAINE ROSA SILVA ALVES, representante exclusiva do Cantor Gospel Beto Souza, para apresentação de show artístico musical no dia 16 de maio de 2025, na realização da 5ª edição do Festival Gospel de Coronel Fabriciano, no valor global de R$ 15.000,00 (quinze mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-15,4,2025-04,Eventos e Cultura";
"44/2025,INEXIGIBILIDADE,4,15-04-2025 13:00 <br> 15-,2025-04-22,HOMOLOGADO,""Contratação da empresa BUSE GESTÃO E ADMINISTRAÇÃO DE NEGÓCIOS LTDA, para fornecimento de recargas de vale transporte no cartão magnético do circular/coletivo na cidade de Ipatinga/MG e Timóteo/MG, com utilização efetiva em despesas de deslocamento residência/trabalho e vice-versa, através do sistema de transporte coletivo público, em atendimento aos servidores que trabalham nas diversas Secretarias de Governança da Prefeitura Municipal de Coronel Fabriciano/MG, ao valor global de R$ 1.217.126,40 (um milhão, duzentos e dezessete mil, cento e vinte e seis reais e quarenta centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos e Transferências do Fundeb – Impostos e Transferências de Impostos, nos termos do art. 74, inciso I, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-15,4,2025-04,Veículos e Transporte";
"40/2025,PREGÃO ELETRÔNICO,20,19-05-2025 13:00 <br> 15-,2025-04-15,HOMOLOGADO,""Aquisição de cadeiras e mesas plásticas para atender as escolas municipais em eventos festivos e reuniões de pais, em atendimento à Secretaria de Governança Educacional e Cultura, tendo como fonte de receita, Transferência do FUNDEB – Impostos e Transferência de Impostos."",2025,2025-05-19,4,2025-04,Eventos e Cultura";
"45/2025,DISPENSA DE LICITAÇÃO,31,14-04-2025 13:00 <br> 14-,2025-04-22,HOMOLOGADO,""Contratação da empresa HOTEL PEREIRA MARTINS LTDA, para fornecimento de hospedagem em hotel, destinado a atender, de forma emergencial, as famílias desabrigadas em virtude das fortes chuvas e alagamentos na cidade de Coronel Fabriciano/MG, que tiveram suas residências interditadas pela defesa civil, considerando o Decreto nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 37.736,09 (trinta e sete mil, setecentos e trinta e seis e nove centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-14,4,2025-04,Outros";
"42/2025,DISPENSA DE LICITAÇÃO,33,14-04-2025 13:00 <br> 14-,2025-04-14,HOMOLOGADO,""Contratação da empresa VOLUS INSTITUIÇÃO DE PAGAMENTO LTDA, em caráter emergencial, para prestação de serviços de sistema de gestão administrativa informatizada, para gerenciamento, orçamentação e intermediação, para locação de veículos, máquinas e equipamentos, através de redes de estabelecimentos credenciados pela contratada, para atender as demandas da Prefeitura Municipal de Coronel Fabriciano/MG, pelo período de 06 (seis) meses, ao valor global estimado de R$ 2.500.000,00 (dois milhões e quinhentos mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Federal, Transferências Fundo a Fundo de Recursos do SUS Provenientes do Governo Estadual e Transferência de Recursos do Fundo Nacional de Assistência Social, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21."",2025,2025-04-14,4,2025-04,Veículos e Transporte";
"7/2025,PREGÃO ELETRÔNICO REGISTRO DE PREÇO,6,09-04-2025 13:30 <br> 09-,2025-03-07,HOMOLOGADO,""Futura e eventual aquisição de Lanches e Refeições prontas que serão utilizados em diversos eventos e para dar continuidade de fornecimento aos setores das Secretarias de Governança da Prefeitura de Coronel Fabriciano/MG para o ano 2025, tendo como fonte de receita, Recursos não Vinculados de Impostos, Transferências Fundo a Fundo de Recursos dos SUS provenientes do Governo Federal – Bloco de Manutenção das Ações e Serviços Públicos de Saúde e Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual."",2025,2025-04-09,3,2025-03,Alimentação";
"18/2025,PREGÃO ELETRÔNICO,12,07-04-2025 13:30 <br> 07-,2025-03-24,HOMOLOGADO,""Aquisição de materiais esportivos, camisetas e banners, para utilização no programa “Mexa-se: Hábitos de Vida Saudável”, em atendimento à Secretaria de Governança da Saúde, tendo como fonte: Outras Transferências de Convênios ou Instrumentos Congêneres da União, Recursos Não Vinculados de Impostos."",2025,2025-04-07,3,2025-03,Outros";
"13/2025,CONCORRÊNCIA,1,07-04-2025 13:30 <br> 07-,2025-03-07,HOMOLOGADO,""Contratação de empresa por menor preço global e sob regime de empreitada global, com medições unitárias, com fornecimento de mão de obra, materiais e equipamentos para prestação de serviços de confecção/usinagem de concreto asfáltico usinado a quente – CAUQ e aplicação de CAUQ e demais serviços pertinentes, tais como pavimentações de vias urbanas, recapeamentos e correlatos, em atendimento à Secretaria de Governança de Obras e Serviços Urbanos, tendo como fonte de receita, Transferências da União Referentes a Compensações Financeiras pela Exploração de Recursos Naturais e Recursos não Vinculados de Impostos."",2025,2025-04-07,3,2025-03,Obras e Engenharia";
"11/2025,PREGÃO ELETRÔNICO,10,03-04-2025 13:00 <br> 03-,2025-03-05,HOMOLOGADO,""Aquisição de gêneros alimentícios do tipo pães, em atendimento à Secretaria de Governança Educacional e Cultura para o ano 2025, tendo como fonte de receita: Recursos não Vinculados de Impostos."",2025,2025-04-03,3,2025-03,Alimentação";
"27/2025,DISPENSA DE LICITAÇÃO,15,02-04-2025 14:30 <br> 02-,2025-04-02,HOMOLOGADO,""Contratação da empresa ADÃO FRIAS JUNIOR 08513437670, para prestação de serviços de locação de caminhões e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-04-02,4,2025-04,Outros";
"16/2025,PREGÃO ELETRÔNICO,7,02-04-2025 13:00 <br> 02-,2025-03-14,HOMOLOGADO,""Contratação de empresa, para Análises dos Agentes Ambientais Químicos e Avaliação da Higiene Ocupacional, em atendimento à Secretaria de Governança Educacional e Cultura, Secretaria de Governança da Saúde e Secretária de Obras e Serviços Urbanos, tendo como fonte de receita, Recursos Não Vinculados de Impostos."",2025,2025-04-02,3,2025-03,Obras e Engenharia";
"28/2025,DISPENSA DE LICITAÇÃO,23,02-04-2025 11:00 <br> 02-,2025-04-02,HOMOLOGADO,""Contratação da empresa ARS SERVIÇOS DE PAVIMENTAÇÃO LTDA, para prestação de serviços de locação de caminhões e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, ao valor global de R$ 399.486,26 (trezentos e noventa e nove mil, quatrocentos e oitenta e seis reais e vinte e seis centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-04-02,4,2025-04,Obras e Engenharia";
"34/2025,DISPENSA DE LICITAÇÃO,22,02-04-2025 09:00 <br> 02-,2025-04-02,HOMOLOGADO,""Contratação emergencial de empresa MAQUINAS VALE DO AÇO LTDA especializada na prestação de serviços de locação de caminhões e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG."",2025,2025-04-02,4,2025-04,Outros";
"30/2025,DISPENSA DE LICITAÇÃO,29,01-04-2025 16:00 <br> 01-,2025-04-01,HOMOLOGADO,""Contratação da empresa TEX CONSTRUTORA E LOCAÇÕES LTDA, para prestação de serviços de locação de caminhão e máquina pesada, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana, em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG, considerando o Decreto de situação de emergência nº 8799 de 19 de janeiro de 2025, tendo como fonte de receita, Recursos não Vinculados de Impostos."",2025,2025-04-01,4,2025-04,Outros";
"35/2025,DISPENSA DE LICITAÇÃO,14,01-04-2025 13:00 <br> 01-,2025-04-01,HOMOLOGADO,""Contratação emergencial da empresa Andrade e Guarnieri Panificação LTDA, inscrita no CNPJ sob o nº 09.145.361/0001-09, especializada no fornecimento de refeições prontas, destinadas a atender, de forma emergencial, as famílias desabrigadas que tiveram suas residências interditadas pela defesa civil no município de Coronel Fabriciano. Essas famílias estão hospedadas em hotel devido às fortes chuvas e alagamentos, conforme reconhecido pelo decreto nº 8779, de 18 de dezembro de 2024."",2025,2025-04-01,4,2025-04,Outros";
"15/2025,DISPENSA DE LICITAÇÃO,3,01-04-2025 13:00 <br> 01-,2025-03-25,HOMOLOGADO,""Contratação de empresa para prestação de serviço para licença de uso de sistema de atendimento ao cidadão, contemplando os módulos de ouvidoria digital e SIC digital, em atendimento à Secretaria de Governança Politica, tendo como fonte de receita: Recurso Não Vinculados de Impostos."",2025,2025-04-01,3,2025-03,Tecnologia";
"31/2025,DISPENSA DE LICITAÇÃO,18,01-04-2025 12:00 <br> 01-,2025-04-01,HOMOLOGADO,""Contratação emergencial de empresa LOC SERVIÇOS LTDA especializada na prestação de serviços de locação de caminhões e máquinas pesadas, incluindo operador qualificado, para execução de atividades de remoção de entulhos, desobstrução de vias, terraplenagem e outras intervenções necessárias ao restabelecimento da infraestrutura urbana em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG."",2025,2025-04-01,4,2025-04,Outros";
"29/2025,DISPENSA DE LICITAÇÃO,21,01-04-2025 12:00 <br> 01-,2025-04-01,HOMOLOGADO,""Contratação emergencial de empresa SILVIA DE SOUZA CAMPOS MAIPIRA especializada na prestação de serviços de locação de veículos leves, para intervenções necessárias ao restabelecimento da infraestrutura urbana em resposta aos danos causados por chuvas intensas no Município de Coronel Fabriciano/MG."",2025,2025-04-01,4,2025-04,Veículos e Transporte";
"14/2025,INEXIGIBILIDADE,2,31-03-2025 13:00 <br> 31-,2025-03-11,HOMOLOGADO,""O objeto do presente credenciamento é a contratação de empresas para realização de procedimentos com finalidade diagnóstica, de forma continuada e complementar ao Sistema Único de Saúde de Coronel Fabriciano, de acordo com a nomenclatura da “Tabela de procedimentos, medicamentos, órteses e próteses e materiais especiais (OPM) do Sistema Único de Saúde - SUS” - grupo 02 – procedimentos com finalidade diagnóstica”, os valores da referida tabela se encontram disponíveis no sítio eletrônico: https://sigtap.datasus.gov.br/tabela-unificada/app/sec/inicio.jsp,em conformidade com os planos operativos constantes"",2025,2025-03-31,3,2025-03,Tecnologia";
"17/2025,PREGÃO ELETRÔNICO,8,28-03-2025 13:00 <br> 28-,2025-03-14,HOMOLOGADO,""Aquisição de equipamentos para medição dos agentes ambientais e avaliação da Higiene Ocupacional, atendendo as obrigações das Normas Regulamentadoras (NR’s) para as avaliações quantitativas de segurança e saúde do trabalho, auxiliando nas medidas de segurança, percepção de adicional de insalubridade e a aposentadoria especial. Em atendimento as secretarias: Secretaria De Governança De Gestão e Transparência, Secretaria De Governança De Obras e Serviços Urbanos, Secretaria De Governança Da Saúde, Secretaria De Governança Assistência Social, Secretaria De Governança Educacional e Cultura do Município de Coronel Fabriciano – MG, Recursos Não Vinculados de Impostos."",2025,2025-03-28,3,2025-03,Obras e Engenharia";
"10/2025,PREGÃO ELETRÔNICO,9,26-03-2025 13:00 <br> 26-,2025-03-10,HOMOLOGADO,""Aquisição de gêneros alimentícios do tipo hortifrutigranjeiros, em atendimento à Secretaria de Governança Educacional e Cultural, para o ano de 2025, tendo como fonte a receita, Transferências de Recursos do FNDE referentes ao Programa Nacional de Alimentação Escolar (PNAE) e Recursos não Vinculados de Impostos."",2025,2025-03-26,3,2025-03,Alimentação";
"22/2025,INEXIGIBILIDADE,3,21-03-2025 15:00 <br> 21-,2025-03-26,HOMOLOGADO,""Contratação da empresa CRIATIVE MUSIC LTDA, representante exclusiva da Cantora Gospel Aline Barros, para apresentação de show artístico musical no dia 17 de maio de 2025, na realização da 5ª edição do Festival Gospel de Coronel Fabriciano, no valor global de R$ 210.000,00 (duzentos e dez mil reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 74 inciso II, da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-03-21,3,2025-03,Eventos e Cultura";
"21/2025,DISPENSA DE LICITAÇÃO,7,20-03-2025 13:00 <br> 20-,2025-03-26,HOMOLOGADO,""Contratação da empresa ANDRADE E GUARNIERI PANIFICAÇÃO LTDA, para fornecimento emergencial de Lanches prontos, destinados a atender, de forma emergencial, as famílias desabrigadas em virtude das fortes chuvas e alagamentos na cidade de Coronel Fabriciano/MG, considerando o Decreto de situação de calamidade pública nº 8779 de 18 de dezembro de 2024, que tiveram suas residências interditadas pela defesa civil e estão hospedadas em hotel, ao valor global de R$ 9.510,00 (nove mil, quinhentos e dez reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-03-20,3,2025-03,Alimentação";
"20/2025,DISPENSA DE LICITAÇÃO,9,18-03-2025 15:00 <br> 18-,2025-03-24,HOMOLOGADO,""Contratação da empresa HOTEL PEREIRA MARTINS LTDA, para fornecimento de hospedagem em hotel, destinado a atender, de forma emergencial, as famílias desabrigadas em virtude das fortes chuvas e alagamentos na cidade de Coronel Fabriciano/MG, que tiveram suas residências interditadas pela defesa civil, considerando o Decreto nº 8779 de 18 de dezembro de 2024, ao valor global de R$ 72.143,74 (setenta e dois mil, cento e quarenta e três reais e setenta e quatro centavos), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-03-18,3,2025-03,Outros";
"19/2025,DISPENSA DE LICITAÇÃO,6,18-03-2025 13:00 <br> 18-,2025-03-24,HOMOLOGADO,""Contratação da empresa ANDRADE E GUARNIERI PANIFICAÇÃO LTDA, para fornecimento emergencial de refeições prontas (marmitex), destinadas a atender, de forma emergencial, as famílias desabrigadas em virtude das fortes chuvas e alagamentos na cidade de Coronel Fabriciano/MG, considerando o Decreto de situação de calamidade pública nº 8779 de 18 de dezembro de 2024, que tiveram suas residências interditadas pela defesa civil e estão hospedadas em hotel, ao valor global de R$ 26.208,00 (vinte e seis mil, duzentos e oito reais), tendo como fonte de receita, Recursos não Vinculados de Impostos, nos termos do art. 75, Inciso VIII da Lei Federal nº 14.133/21, com suas alterações posteriores."",2025,2025-03-18,3,2025-03,Outros";
